timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-04T03:54:38,logs_NEW_lt_pp68x3_seed0_co2False_mnist,1bb5b8bc-f548-4bbe-97f2-038371ba14b1,1420.118179321289,0.008967463860842727,0.0063145898640129434,42.5,28.226000000000003,1.0060701370239258,0.016764734245008895,0.011044417605913936,0.0003904200385197239,0.02819957188944254,Netherlands,NLD,groningen,,,Linux-5.10.147+-x86_64-with-glibc2.31,3.9.16,4,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,6.5765,53.2157,25.454151153564453,process,N
